,code,powiat,year,sex,education,count
4997,605000,Powiat janowski,2021,females,basic vocational/sectoral,1567
4998,606000,Powiat krasnostawski,2021,females,basic vocational/sectoral,1569
4999,607000,Powiat kraśnicki,2021,females,basic vocational/sectoral,2790
5000,608000,Powiat lubartowski,2021,females,basic vocational/sectoral,3169
5001,609000,Powiat lubelski,2021,females,basic vocational/sectoral,4523
5002,610000,Powiat łęczyński,2021,females,basic vocational/sectoral,1575
5003,611000,Powiat łukowski,2021,females,basic vocational/sectoral,4055
5004,612000,Powiat opolski,2021,females,basic vocational/sectoral,1936
5005,613000,Powiat parczewski,2021,females,basic vocational/sectoral,836
5006,614000,Powiat puławski,2021,females,basic vocational/sectoral,2944
5007,615000,Powiat radzyński,2021,females,basic vocational/sectoral,2088
5008,616000,Powiat rycki,2021,females,basic vocational/sectoral,1555
5009,617000,Powiat świdnicki,2021,females,basic vocational/sectoral,1511
5010,618000,Powiat tomaszowski,2021,females,basic vocational/sectoral,2354
5011,619000,Powiat włodawski,2021,females,basic vocational/sectoral,830
5012,620000,Powiat zamojski,2021,females,basic vocational/sectoral,3551
5013,661000,City with powiat status Biała Podlaska,2021,females,basic vocational/sectoral,998
5014,662000,City with powiat status Chełm,2021,females,basic vocational/sectoral,863
5015,663000,City with powiat status Lublin,2021,females,basic vocational/sectoral,4605
5016,664000,City with powiat status Zamość,2021,females,basic vocational/sectoral,976
5017,801000,Powiat gorzowski,2021,females,basic vocational/sectoral,2524
5018,802000,Powiat krośnieński,2021,females,basic vocational/sectoral,1908
5019,803000,Powiat międzyrzecki,2021,females,basic vocational/sectoral,2002
5020,804000,Powiat nowosolski,2021,females,basic vocational/sectoral,2594
5021,805000,Powiat słubicki,2021,females,basic vocational/sectoral,1578
5022,806000,Powiat strzelecko-drezdenecki,2021,females,basic vocational/sectoral,1972
5023,807000,Powiat sulęciński,2021,females,basic vocational/sectoral,1277
5024,808000,Powiat świebodziński,2021,females,basic vocational/sectoral,2074
5025,809000,Powiat zielonogórski,2021,females,basic vocational/sectoral,2698
5026,810000,Powiat żagański,2021,females,basic vocational/sectoral,2254
5027,811000,Powiat żarski,2021,females,basic vocational/sectoral,3150
5028,812000,Powiat wschowski,2021,females,basic vocational/sectoral,1674
5029,861000,City with powiat status Gorzów Wielkopolski,2021,females,basic vocational/sectoral,2949
5030,862000,City with powiat status Zielona Góra,2021,females,basic vocational/sectoral,2589
5031,1001000,Powiat bełchatowski,2021,females,basic vocational/sectoral,3131
5032,1002000,Powiat kutnowski,2021,females,basic vocational/sectoral,2862
5033,1003000,Powiat łaski,2021,females,basic vocational/sectoral,1950
5034,1004000,Powiat łęczycki,2021,females,basic vocational/sectoral,1785
5035,1005000,Powiat łowicki,2021,females,basic vocational/sectoral,2626
5036,1006000,Powiat łódzki wschodni,2021,females,basic vocational/sectoral,2215
5037,1007000,Powiat opoczyński,2021,females,basic vocational/sectoral,2395
5038,1008000,Powiat pabianicki,2021,females,basic vocational/sectoral,3418
5039,1009000,Powiat pajęczański,2021,females,basic vocational/sectoral,2122
5040,1010000,Powiat piotrkowski,2021,females,basic vocational/sectoral,2980
5041,1011000,Powiat poddębicki,2021,females,basic vocational/sectoral,1741
5042,1012000,Powiat radomszczański,2021,females,basic vocational/sectoral,3456
5043,1013000,Powiat rawski,2021,females,basic vocational/sectoral,1902
5044,1014000,Powiat sieradzki,2021,females,basic vocational/sectoral,4584
5045,1015000,Powiat skierniewicki,2021,females,basic vocational/sectoral,1560
5046,1016000,Powiat tomaszowski,2021,females,basic vocational/sectoral,3842
5047,1017000,Powiat wieluński,2021,females,basic vocational/sectoral,3470
5048,1018000,Powiat wieruszowski,2021,females,basic vocational/sectoral,2274
5049,1019000,Powiat zduńskowolski,2021,females,basic vocational/sectoral,2050
5050,1020000,Powiat zgierski,2021,females,basic vocational/sectoral,4964
5051,1021000,Powiat brzeziński,2021,females,basic vocational/sectoral,1249
5052,1061000,City with powiat status Łódź,2021,females,basic vocational/sectoral,14074
5053,1062000,City with powiat status Piotrków Trybunalski,2021,females,basic vocational/sectoral,1263
5054,1063000,City with powiat status Skierniewice,2021,females,basic vocational/sectoral,939
5055,1201000,Powiat bocheński,2021,females,basic vocational/sectoral,4160
5056,1202000,Powiat brzeski,2021,females,basic vocational/sectoral,4069
5057,1203000,Powiat chrzanowski,2021,females,basic vocational/sectoral,3180
5058,1204000,Powiat dąbrowski,2021,females,basic vocational/sectoral,2284
5059,1205000,Powiat gorlicki,2021,females,basic vocational/sectoral,3820
5060,1206000,Powiat krakowski,2021,females,basic vocational/sectoral,10734
5061,1207000,Powiat limanowski,2021,females,basic vocational/sectoral,5454
5062,1208000,Powiat miechowski,2021,females,basic vocational/sectoral,1425
5063,1209000,Powiat myślenicki,2021,females,basic vocational/sectoral,5902
5064,1210000,Powiat nowosądecki,2021,females,basic vocational/sectoral,8251
5065,1211000,Powiat nowotarski,2021,females,basic vocational/sectoral,8758
5066,1212000,Powiat olkuski,2021,females,basic vocational/sectoral,2519
5067,1213000,Powiat oświęcimski,2021,females,basic vocational/sectoral,5092
5068,1214000,Powiat proszowicki,2021,females,basic vocational/sectoral,2028
5069,1215000,Powiat suski,2021,females,basic vocational/sectoral,3562
5070,1216000,Powiat tarnowski,2021,females,basic vocational/sectoral,8796
5071,1217000,Powiat tatrzański,2021,females,basic vocational/sectoral,2697
5072,1218000,Powiat wadowicki,2021,females,basic vocational/sectoral,7464
5073,1219000,Powiat wielicki,2021,females,basic vocational/sectoral,4953
5074,1261000,City with powiat status Kraków,2021,females,basic vocational/sectoral,12905
5075,1262000,City with powiat status Nowy Sącz,2021,females,basic vocational/sectoral,1615
5076,1263000,City with powiat status Tarnów,2021,females,basic vocational/sectoral,2286
5077,1401000,Powiat białobrzeski,2021,females,basic vocational/sectoral,1677
5078,1402000,Powiat ciechanowski,2021,females,basic vocational/sectoral,2679
5079,1403000,Powiat garwoliński,2021,females,basic vocational/sectoral,4215
5080,1404000,Powiat gostyniński,2021,females,basic vocational/sectoral,1193
5081,1405000,Powiat grodziski,2021,females,basic vocational/sectoral,2298
5082,1406000,Powiat grójecki,2021,females,basic vocational/sectoral,3813
5083,1407000,Powiat kozienicki,2021,females,basic vocational/sectoral,2036
5084,1408000,Powiat legionowski,2021,females,basic vocational/sectoral,2323
5085,1409000,Powiat lipski,2021,females,basic vocational/sectoral,1174
5086,1410000,Powiat łosicki,2021,females,basic vocational/sectoral,942
5087,1411000,Powiat makowski,2021,females,basic vocational/sectoral,1192
5088,1412000,Powiat miński,2021,females,basic vocational/sectoral,4611
5089,1413000,Powiat mławski,2021,females,basic vocational/sectoral,2549
5090,1414000,Powiat nowodworski,2021,females,basic vocational/sectoral,2516
5091,1415000,Powiat ostrołęcki,2021,females,basic vocational/sectoral,2836
5092,1416000,Powiat ostrowski,2021,females,basic vocational/sectoral,2343
5093,1417000,Powiat otwocki,2021,females,basic vocational/sectoral,3240
5094,1418000,Powiat piaseczyński,2021,females,basic vocational/sectoral,3742
5095,1419000,Powiat płocki,2021,females,basic vocational/sectoral,3862
5096,1420000,Powiat płoński,2021,females,basic vocational/sectoral,3319
5097,1421000,Powiat pruszkowski,2021,females,basic vocational/sectoral,2913
5098,1422000,Powiat przasnyski,2021,females,basic vocational/sectoral,1490
5099,1423000,Powiat przysuski,2021,females,basic vocational/sectoral,1522
5100,1424000,Powiat pułtuski,2021,females,basic vocational/sectoral,1883
5101,1425000,Powiat radomski,2021,females,basic vocational/sectoral,4958
5102,1426000,Powiat siedlecki,2021,females,basic vocational/sectoral,3104
5103,1427000,Powiat sierpecki,2021,females,basic vocational/sectoral,1645
5104,1428000,Powiat sochaczewski,2021,females,basic vocational/sectoral,2819
5105,1429000,Powiat sokołowski,2021,females,basic vocational/sectoral,1993
5106,1430000,Powiat szydłowiecki,2021,females,basic vocational/sectoral,1117
5107,1432000,Powiat warszawski zachodni,2021,females,basic vocational/sectoral,2561
5108,1433000,Powiat węgrowski,2021,females,basic vocational/sectoral,2560
5109,1434000,Powiat wołomiński,2021,females,basic vocational/sectoral,6693
5110,1435000,Powiat wyszkowski,2021,females,basic vocational/sectoral,2692
5111,1436000,Powiat zwoleński,2021,females,basic vocational/sectoral,1338
5112,1437000,Powiat żuromiński,2021,females,basic vocational/sectoral,1440
5113,1438000,Powiat żyrardowski,2021,females,basic vocational/sectoral,2349
5114,1461000,City with powiat status Ostrołęka,2021,females,basic vocational/sectoral,689
5115,1462000,City with powiat status Płock,2021,females,basic vocational/sectoral,2265
5116,1463000,City with powiat status Radom,2021,females,basic vocational/sectoral,3704
5117,1464000,City with powiat status Siedlce,2021,females,basic vocational/sectoral,1214
5118,1465000,City with powiat status Capital City Warszawa,2021,females,basic vocational/sectoral,19862
5119,1601000,Powiat brzeski,2021,females,basic vocational/sectoral,2446
5120,1602000,Powiat głubczycki,2021,females,basic vocational/sectoral,1294
5121,1603000,Powiat kędzierzyńsko-kozielski,2021,females,basic vocational/sectoral,2922
5122,1604000,Powiat kluczborski,2021,females,basic vocational/sectoral,2222
5123,1605000,Powiat krapkowicki,2021,females,basic vocational/sectoral,2591
5124,1606000,Powiat namysłowski,2021,females,basic vocational/sectoral,1512
5125,1607000,Powiat nyski,2021,females,basic vocational/sectoral,3929
5126,1608000,Powiat oleski,2021,females,basic vocational/sectoral,2929
5127,1609000,Powiat opolski,2021,females,basic vocational/sectoral,5161
5128,1610000,Powiat prudnicki,2021,females,basic vocational/sectoral,2136
5129,1611000,Powiat strzelecki,2021,females,basic vocational/sectoral,3197
5130,1661000,City with powiat status Opole,2021,females,basic vocational/sectoral,2236
5131,1801000,Powiat bieszczadzki,2021,females,basic vocational/sectoral,666
5132,1802000,Powiat brzozowski,2021,females,basic vocational/sectoral,1930
5133,1803000,Powiat dębicki,2021,females,basic vocational/sectoral,4225
5134,1804000,Powiat jarosławski,2021,females,basic vocational/sectoral,3576
5135,1805000,Powiat jasielski,2021,females,basic vocational/sectoral,3302
5136,1806000,Powiat kolbuszowski,2021,females,basic vocational/sectoral,2346
5137,1807000,Powiat krośnieński,2021,females,basic vocational/sectoral,3263
5138,1808000,Powiat leżajski,2021,females,basic vocational/sectoral,2260
5139,1809000,Powiat lubaczowski,2021,females,basic vocational/sectoral,1900
5140,1810000,Powiat łańcucki,2021,females,basic vocational/sectoral,2164
5141,1811000,Powiat mielecki,2021,females,basic vocational/sectoral,5392
5142,1812000,Powiat niżański,2021,females,basic vocational/sectoral,2039
5143,1813000,Powiat przemyski,2021,females,basic vocational/sectoral,2169
5144,1814000,Powiat przeworski,2021,females,basic vocational/sectoral,2287
5145,1815000,Powiat ropczycko-sędziszowski,2021,females,basic vocational/sectoral,2189
5146,1816000,Powiat rzeszowski,2021,females,basic vocational/sectoral,5338
5147,1817000,Powiat sanocki,2021,females,basic vocational/sectoral,2785
5148,1818000,Powiat stalowowolski,2021,females,basic vocational/sectoral,2470
5149,1819000,Powiat strzyżowski,2021,females,basic vocational/sectoral,1940
5150,1820000,Powiat tarnobrzeski,2021,females,basic vocational/sectoral,1677
5151,1821000,Powiat leski,2021,females,basic vocational/sectoral,773
5152,1861000,City with powiat status Krosno,2021,females,basic vocational/sectoral,739
