,county_code,county_kts,county_name,type,year,wage,NC_population,YR_population
1496,3029.0,10023015929000.0,Powiat wolsztyński,grand total,2005,1790.57,47966,48030.0
1497,3030.0,10023015830000.0,Powiat wrzesiński,grand total,2005,1861.79,66536,66535.0
1498,3031.0,10023016031000.0,Powiat złotowski,grand total,2005,1797.7,58373,60485.0
1499,3061.0,10023015761000.0,Powiat m. Kalisz,grand total,2005,2139.04,84677,103192.0
1500,3062.0,10023015862000.0,Powiat m. Konin,grand total,2005,2403.22,62140,74230.0
1501,3063.0,10023015963000.0,Powiat m. Leszno,grand total,2005,2047.01,53859,58667.0
1502,3064.0,10023016264000.0,Powiat m. Poznań,grand total,2005,2734.73,482205,555042.0
1503,3201.0,10023216301000.0,Powiat białogardzki,grand total,2005,1930.55,39670,43555.0
1504,3202.0,10023216402000.0,Powiat choszczeński,grand total,2005,1912.19,39739,45159.0
1505,3203.0,10023216403000.0,Powiat drawski,grand total,2005,1990.13,47487,52505.0
1506,3204.0,10023216604000.0,Powiat goleniowski,grand total,2005,2107.42,70693,70142.0
1507,3205.0,10023216605000.0,Powiat gryficki,grand total,2005,1905.94,50343,54832.0
1508,3206.0,10023216606000.0,Powiat gryfiński,grand total,2005,2600.67,68588,73991.0
1509,3207.0,10023216607000.0,Powiat kamieński,grand total,2005,1983.01,39884,43646.0
1510,3208.0,10023216308000.0,Powiat kołobrzeski,grand total,2005,2056.36,68419,69493.0
1511,3209.0,10023216309000.0,Powiat koszaliński,grand total,2005,2037.72,57314,56516.0
1512,3210.0,10023216410000.0,Powiat myśliborski,grand total,2005,1998.57,55563,61380.0
1513,3211.0,10023216611000.0,Powiat policki,grand total,2005,2814.3,70433,55584.0
1514,3212.0,10023216412000.0,Powiat pyrzycki,grand total,2005,1918.41,32576,36233.0
1515,3213.0,10023216313000.0,Powiat sławieński,grand total,2005,1773.7,47132,51611.0
1516,3214.0,10023216614000.0,Powiat stargardzki,grand total,2005,2056.89,103146,108330.0
1517,3215.0,10023216415000.0,Powiat szczecinecki,grand total,2005,2187.41,64968,69801.0
1518,3216.0,10023216416000.0,Powiat świdwiński,grand total,2005,1886.16,38924,44654.0
1519,3217.0,10023216417000.0,Powiat wałecki,grand total,2005,2017.06,44491,48958.0
1520,3218.0,10023216418000.0,Powiat łobeski,grand total,2005,1933.33,30007,34929.0
1521,3261.0,10023216361000.0,Powiat m. Koszalin,grand total,2005,2219.75,93083,103647.0
1522,3262.0,10023216562000.0,Powiat m. Szczecin,grand total,2005,2630.23,349790,399223.0
1523,3263.0,10023216663000.0,Powiat m. Świnoujście,grand total,2005,2319.39,35988,38684.0
1524,201.0,10030210101000.0,Powiat bolesławiecki,grand total,2006,2153.06,76739,81630.0
1525,202.0,10030210302000.0,Powiat dzierżoniowski,grand total,2006,2028.86,86543,101724.0
1526,203.0,10030210203000.0,Powiat głogowski,grand total,2006,2276.38,75191,79097.0
1527,204.0,10030210204000.0,Powiat górowski,grand total,2006,1944.3,29042,33081.0
1528,205.0,10030210105000.0,Powiat jaworski,grand total,2006,2009.38,42493,49011.0
1529,206.0,10030210106000.0,Powiat karkonoski,grand total,2006,2012.25,54667,60619.0
1530,207.0,10030210107000.0,Powiat kamiennogórski,grand total,2006,1995.8,36913,43483.0
1531,208.0,10030210308000.0,Powiat kłodzki,grand total,2006,2102.68,134790,159420.0
1532,209.0,10030210209000.0,Powiat legnicki,grand total,2006,1990.38,47367,49594.0
1533,210.0,10030210110000.0,Powiat lubański,grand total,2006,1941.71,46595,53319.0
1534,211.0,10030210211000.0,Powiat lubiński,grand total,2006,4669.76,90704,96485.0
1535,212.0,10030210112000.0,Powiat lwówecki,grand total,2006,2065.14,38811,44940.0
1536,213.0,10030210413000.0,Powiat milicki,grand total,2006,1958.43,31027,33440.0
1537,214.0,10030210414000.0,Powiat oleśnicki,grand total,2006,2007.27,91536,94611.0
1538,215.0,10030210415000.0,Powiat oławski,grand total,2006,2282.9,66642,65547.0
1539,216.0,10030210216000.0,Powiat polkowicki,grand total,2006,2573.76,52620,54203.0
1540,217.0,10030210417000.0,Powiat strzeliński,grand total,2006,2195.48,36837,41794.0
1541,218.0,10030210418000.0,Powiat średzki,grand total,2006,2220.8,48878,45612.0
1542,219.0,10030210319000.0,Powiat świdnicki,grand total,2006,2284.51,134638,151821.0
1543,220.0,10030210420000.0,Powiat trzebnicki,grand total,2006,2198.96,74466,71137.0
1544,221.0,10030210321000.0,Powiat wałbrzyski,grand total,2006,2427.25,47771,180005.0
1545,222.0,10030210422000.0,Powiat wołowski,grand total,2006,2089.54,40252,44783.0
1546,223.0,10030210423000.0,Powiat wrocławski,grand total,2006,2526.97,142581,95147.0
1547,224.0,10030210324000.0,Powiat ząbkowicki,grand total,2006,2140.38,55208,65913.0
1548,225.0,10030210125000.0,Powiat zgorzelecki,grand total,2006,3033.5,77257,88049.0
1549,226.0,10030210126000.0,Powiat złotoryjski,grand total,2006,2240.46,36516,42472.0
1550,261.0,10030210161000.0,Powiat m. Jelenia Góra,grand total,2006,2398.28,69432,85748.0
1551,262.0,10030210262000.0,Powiat m. Legnica,grand total,2006,2110.66,83631,99560.0
1552,265.0,10030210365000.0,Powiat m. Wałbrzych,grand total,2006,,93685,0.0
1553,264.0,10030210564000.0,Powiat m. Wrocław,grand total,2006,2797.71,591335,632622.0
1554,265.0,10030210365000.0,Powiat m. Wałbrzych,grand total,2006,,93685,0.0
1555,401.0,10040410801000.0,Powiat aleksandrowski,grand total,2006,1931.33,47168,51545.0
1556,402.0,10040410702000.0,Powiat brodnicki,grand total,2006,2041.19,66389,67535.0
1557,403.0,10040410603000.0,Powiat bydgoski,grand total,2006,1966.5,103150,85468.0
1558,404.0,10040410704000.0,Powiat chełmiński,grand total,2006,1919.16,43201,46248.0
1559,405.0,10040410705000.0,Powiat golubsko-dobrzyński,grand total,2006,1978.27,37717,40317.0
1560,406.0,10040410706000.0,Powiat grudziądzki,grand total,2006,1984.16,33300,33770.0
1561,407.0,10040416707000.0,Powiat inowrocławski,grand total,2006,2127.09,135028,152731.0
1562,408.0,10040410808000.0,Powiat lipnowski,grand total,2006,1968.87,54670,58803.0
1563,409.0,10040416709000.0,Powiat mogileński,grand total,2006,1977.45,38325,42699.0
1564,410.0,10040416710000.0,Powiat nakielski,grand total,2006,1997.9,71711,75419.0
1565,411.0,10040410811000.0,Powiat radziejowski,grand total,2006,1994.04,34028,39225.0
1566,412.0,10040410712000.0,Powiat rypiński,grand total,2006,2016.12,36136,40303.0
1567,413.0,10040416813000.0,Powiat sępoleński,grand total,2006,1901.51,33826,36901.0
1568,414.0,10040416814000.0,Powiat świecki,grand total,2006,2290.19,82391,87247.0
1569,415.0,10040410615000.0,Powiat toruński,grand total,2006,1935.61,93299,79560.0
1570,416.0,10040416816000.0,Powiat tucholski,grand total,2006,1916.6,40210,42299.0
1571,417.0,10040410717000.0,Powiat wąbrzeski,grand total,2006,2073.34,28488,31621.0
1572,418.0,10040410818000.0,Powiat włocławski,grand total,2006,1898.26,72400,78724.0
1573,419.0,10040416719000.0,Powiat żniński,grand total,2006,1906.51,58848,63109.0
1574,461.0,10040410661000.0,Powiat m. Bydgoszcz,grand total,2006,2482.78,297903,351247.0
1575,462.0,10040410762000.0,Powiat m. Grudziądz,grand total,2006,2014.26,79760,93863.0
1576,463.0,10040410663000.0,Powiat m. Toruń,grand total,2006,2560.95,174283,196506.0
1577,464.0,10040410864000.0,Powiat m. Włocławek,grand total,2006,2383.02,93166,112038.0
1578,601.0,10060610901000.0,Powiat bialski,grand total,2006,1900.54,91805,105705.0
1579,602.0,10060611002000.0,Powiat biłgorajski,grand total,2006,2108.96,85748,96859.0
1580,603.0,10060611003000.0,Powiat chełmski,grand total,2006,2004.43,65266,75183.0
1581,604.0,10060611004000.0,Powiat hrubieszowski,grand total,2006,2038.5,52616,65123.0
1582,605.0,10060611205000.0,Powiat janowski,grand total,2006,1965.57,38523,44725.0
1583,606.0,10060611006000.0,Powiat krasnostawski,grand total,2006,2069.11,54201,67625.0
1584,607.0,10060611207000.0,Powiat kraśnicki,grand total,2006,2014.44,80681,94623.0
1585,608.0,10060611108000.0,Powiat lubartowski,grand total,2006,2008.64,74278,84395.0
1586,609.0,10060611109000.0,Powiat lubelski,grand total,2006,2027.08,136865,130959.0
1587,610.0,10060611110000.0,Powiat łęczyński,grand total,2006,3448.71,47801,51408.0
1588,611.0,10060611211000.0,Powiat łukowski,grand total,2006,1949.6,86678,97840.0
1589,612.0,10060611212000.0,Powiat opolski,grand total,2006,2018.9,49813,59420.0
1590,613.0,10060610913000.0,Powiat parczewski,grand total,2006,1995.22,29015,34587.0
1591,614.0,10060611214000.0,Powiat puławski,grand total,2006,2503.08,96299,110214.0
1592,615.0,10060610915000.0,Powiat radzyński,grand total,2006,2118.22,48525,56441.0
1593,616.0,10060611216000.0,Powiat rycki,grand total,2006,2022.99,45801,55349.0
1594,617.0,10060611117000.0,Powiat świdnicki,grand total,2006,2137.72,61549,68552.0
1595,618.0,10060611018000.0,Powiat tomaszowski,grand total,2006,1942.25,69919,83132.0
1596,619.0,10060610919000.0,Powiat włodawski,grand total,2006,1960.4,31818,37566.0
1597,620.0,10060611020000.0,Powiat zamojski,grand total,2006,1833.76,90075,105302.0
1598,661.0,10060610961000.0,Powiat m. Biała Podlaska,grand total,2006,2230.17,47883,52530.0
1599,662.0,10060611062000.0,Powiat m. Chełm,grand total,2006,2077.69,52801,63783.0
1600,663.0,10060611163000.0,Powiat m. Lublin,grand total,2006,2545.84,292096,338756.0
1601,664.0,10060611064000.0,Powiat m. Zamość,grand total,2006,2359.35,53035,61220.0
1602,801.0,10020811301000.0,Powiat gorzowski,grand total,2006,2342.37,61787,58994.0
1603,802.0,10020811402000.0,Powiat krośnieński,grand total,2006,2171.5,46906,51281.0
1604,803.0,10020811303000.0,Powiat międzyrzecki,grand total,2006,2072.84,48528,53627.0
1605,804.0,10020811404000.0,Powiat nowosolski,grand total,2006,1942.99,72448,79960.0
1606,805.0,10020811305000.0,Powiat słubicki,grand total,2006,2143.4,40014,42101.0
1607,806.0,10020811306000.0,Powiat strzelecko-drezdenecki,grand total,2006,2211.2,41296,45689.0
1608,807.0,10020811307000.0,Powiat sulęciński,grand total,2006,1837.51,29313,32212.0
1609,808.0,10020811408000.0,Powiat świebodziński,grand total,2006,2016.88,47209,51261.0
1610,809.0,10020811409000.0,Powiat zielonogórski,grand total,2006,2238.08,64482,80949.0
1611,810.0,10020811410000.0,Powiat żagański,grand total,2006,1928.76,66221,76109.0
1612,811.0,10020811411000.0,Powiat żarski,grand total,2006,2315.16,81270,90815.0
1613,812.0,10020811412000.0,Powiat wschowski,grand total,2006,1905.13,32541,34821.0
1614,861.0,10020811361000.0,Powiat m. Gorzów Wielkopolski,grand total,2006,2319.81,105129,118278.0
1615,862.0,10020811462000.0,Powiat m. Zielona Góra,grand total,2006,2586.19,121615,113629.0
1616,1001.0,10051011701000.0,Powiat bełchatowski,grand total,2006,3222.41,94355,102721.0
1617,1002.0,10051011902000.0,Powiat kutnowski,grand total,2006,2127.1,82354,99562.0
1618,1003.0,10051011803000.0,Powiat łaski,grand total,2006,1818.77,42945,48008.0
1619,1004.0,10051011904000.0,Powiat łęczycki,grand total,2006,2186.67,41967,51083.0
1620,1005.0,10051011905000.0,Powiat łowicki,grand total,2006,2068.8,65783,78135.0
1621,1006.0,10051011506000.0,Powiat łódzki wschodni,grand total,2006,1939.69,63333,60938.0
1622,1007.0,10051011707000.0,Powiat opoczyński,grand total,2006,2154.67,63071,72532.0
1623,1008.0,10051011508000.0,Powiat pabianicki,grand total,2006,2045.07,104780,115903.0
1624,1009.0,10051011809000.0,Powiat pajęczański,grand total,2006,2226.46,43197,50261.0
1625,1010.0,10051011710000.0,Powiat piotrkowski,grand total,2006,1771.1,77845,83940.0
1626,1011.0,10051011811000.0,Powiat poddębicki,grand total,2006,1999.19,34719,40335.0
1627,1012.0,10051011712000.0,Powiat radomszczański,grand total,2006,1804.39,95905,111891.0
1628,1013.0,10051011913000.0,Powiat rawski,grand total,2006,1999.61,40520,46055.0
1629,1014.0,10051011814000.0,Powiat sieradzki,grand total,2006,2025.48,98842,112135.0
1630,1015.0,10051011915000.0,Powiat skierniewicki,grand total,2006,2141.3,32376,36220.0
1631,1016.0,10051011716000.0,Powiat tomaszowski,grand total,2006,2006.06,98105,114798.0
1632,1017.0,10051011817000.0,Powiat wieluński,grand total,2006,1847.6,64350,73653.0
1633,1018.0,10051011818000.0,Powiat wieruszowski,grand total,2006,1976.28,36068,38813.0
1634,1019.0,10051011819000.0,Powiat zduńskowolski,grand total,2006,1990.1,56056,63375.0
1635,1020.0,10051011520000.0,Powiat zgierski,grand total,2006,2135.01,145493,153499.0
1636,1021.0,10051011521000.0,Powiat brzeziński,grand total,2006,1705.66,26323,28888.0
1637,1061.0,10051011661000.0,Powiat m. Łódź,grand total,2006,2500.84,597630,769364.0
1638,1062.0,10051011762000.0,Powiat m. Piotrków Trybunalski,grand total,2006,1904.33,60556,74570.0
1639,1063.0,10051011963000.0,Powiat m. Skierniewice,grand total,2006,2111.22,40159,45328.0
1640,1201.0,10011212001000.0,Powiat bocheński,grand total,2006,2173.19,89762,90554.0
1641,1202.0,10011212402000.0,Powiat brzeski,grand total,2006,1911.49,78485,81266.0
1642,1203.0,10011212303000.0,Powiat chrzanowski,grand total,2006,2405.3,106559,122369.0
1643,1204.0,10011212404000.0,Powiat dąbrowski,grand total,2006,2026.81,50340,53923.0
1644,1205.0,10011212205000.0,Powiat gorlicki,grand total,2006,2124.38,91159,97314.0
1645,1206.0,10011212006000.0,Powiat krakowski,grand total,2006,2397.0,249758,228462.0
1646,1207.0,10011212207000.0,Powiat limanowski,grand total,2006,1980.07,108136,104996.0
1647,1208.0,10011212008000.0,Powiat miechowski,grand total,2006,2069.18,41583,49221.0
1648,1209.0,10011212009000.0,Powiat myślenicki,grand total,2006,2061.55,107969,103404.0
1649,1210.0,10011212210000.0,Powiat nowosądecki,grand total,2006,2056.56,177458,170582.0
1650,1211.0,10011216911000.0,Powiat nowotarski,grand total,2006,1934.99,161879,160453.0
1651,1212.0,10011212312000.0,Powiat olkuski,grand total,2006,2595.01,95024,108544.0
1652,1213.0,10011212313000.0,Powiat oświęcimski,grand total,2006,2319.58,130899,144012.0
1653,1214.0,10011212014000.0,Powiat proszowicki,grand total,2006,2057.19,37067,40768.0
1654,1215.0,10011216915000.0,Powiat suski,grand total,2006,2087.57,70990,74423.0
1655,1216.0,10011212416000.0,Powiat tarnowski,grand total,2006,1923.71,169417,174292.0
1656,1217.0,10011216917000.0,Powiat tatrzański,grand total,2006,2149.16,57356,59856.0
1657,1218.0,10011212318000.0,Powiat wadowicki,grand total,2006,1958.66,134934,140304.0
1658,1219.0,10011212019000.0,Powiat wielicki,grand total,2006,2277.27,115556,96688.0
1659,1261.0,10011212161000.0,Powiat m. Kraków,grand total,2006,2753.21,702053,741863.0
1660,1262.0,10011212262000.0,Powiat m. Nowy Sącz,grand total,2006,2141.73,70031,77337.0
1661,1263.0,10011212463000.0,Powiat m. Tarnów,grand total,2006,2201.24,94241,111154.0
1662,1401.0,10071422701000.0,Powiat białobrzeski,grand total,2006,2154.92,27916,30396.0
1663,1402.0,10071422502000.0,Powiat ciechanowski,grand total,2006,2325.24,74840,83657.0
1664,1403.0,10071427103000.0,Powiat garwoliński,grand total,2006,2187.36,89043,96420.0
1665,1404.0,10071427004000.0,Powiat gostyniński,grand total,2006,1936.88,38010,43819.0
1666,1405.0,10071413005000.0,Powiat grodziski,grand total,2006,2851.16,85264,73843.0
1667,1406.0,10071427306000.0,Powiat grójecki,grand total,2006,2477.9,83976,90486.0
1668,1407.0,10071422707000.0,Powiat kozienicki,grand total,2006,2767.72,50586,57589.0
1669,1408.0,10071412908000.0,Powiat legionowski,grand total,2006,2569.84,106979,89379.0
1670,1409.0,10071422709000.0,Powiat lipski,grand total,2006,2027.4,28380,35795.0
1671,1410.0,10071427110000.0,Powiat łosicki,grand total,2006,2094.12,25526,31108.0
1672,1411.0,10071422611000.0,Powiat makowski,grand total,2006,1988.16,36903,42896.0
1673,1412.0,10071412912000.0,Powiat miński,grand total,2006,2191.73,133261,131020.0
1674,1413.0,10071422513000.0,Powiat mławski,grand total,2006,1871.19,60437,67318.0
1675,1414.0,10071413014000.0,Powiat nowodworski,grand total,2006,2906.79,68568,69698.0
1676,1415.0,10071422615000.0,Powiat ostrołęcki,grand total,2006,2316.68,73809,75637.0
1677,1416.0,10071422616000.0,Powiat ostrowski,grand total,2006,2129.62,60525,69715.0
1678,1417.0,10071412917000.0,Powiat otwocki,grand total,2006,2341.8,107544,109303.0
1679,1418.0,10071413018000.0,Powiat piaseczyński,grand total,2006,2811.32,172906,134126.0
1680,1419.0,10071427019000.0,Powiat płocki,grand total,2006,2185.48,94614,97461.0
1681,1420.0,10071422520000.0,Powiat płoński,grand total,2006,2207.56,73645,80827.0
1682,1421.0,10071413021000.0,Powiat pruszkowski,grand total,2006,3288.65,148946,137966.0
1683,1422.0,10071422622000.0,Powiat przasnyski,grand total,2006,2164.33,42802,48247.0
1684,1423.0,10071422723000.0,Powiat przysuski,grand total,2006,2014.46,34462,41582.0
1685,1424.0,10071422524000.0,Powiat pułtuski,grand total,2006,2053.62,43456,46748.0
1686,1425.0,10071422725000.0,Powiat radomski,grand total,2006,1836.62,128392,130380.0
1687,1426.0,10071427126000.0,Powiat siedlecki,grand total,2006,1945.73,68160,74359.0
1688,1427.0,10071427027000.0,Powiat sierpecki,grand total,2006,2002.15,42831,49119.0
1689,1428.0,10071427328000.0,Powiat sochaczewski,grand total,2006,2554.17,71942,77811.0
1690,1429.0,10071427129000.0,Powiat sokołowski,grand total,2006,2173.36,44773,54478.0
1691,1430.0,10071422730000.0,Powiat szydłowiecki,grand total,2006,1950.84,33025,37067.0
1692,1432.0,10071413032000.0,Powiat warszawski zachodni,grand total,2006,2867.88,109101,94831.0
1693,1433.0,10071427133000.0,Powiat węgrowski,grand total,2006,2045.22,54110,63589.0
1694,1434.0,10071412934000.0,Powiat wołomiński,grand total,2006,2325.52,222058,183452.0
1695,1435.0,10071422635000.0,Powiat wyszkowski,grand total,2006,2097.27,62377,64594.0
1696,1436.0,10071422736000.0,Powiat zwoleński,grand total,2006,2161.1,30116,34573.0
1697,1437.0,10071422537000.0,Powiat żuromiński,grand total,2006,1882.02,31723,37125.0
1698,1438.0,10071427338000.0,Powiat żyrardowski,grand total,2006,2545.42,65239,70068.0
1699,1461.0,10071422661000.0,Powiat m. Ostrołęka,grand total,2006,2607.81,43126,48327.0
1700,1462.0,10071427062000.0,Powiat m. Płock,grand total,2006,3181.39,100722,118519.0
1701,1463.0,10071422763000.0,Powiat m. Radom,grand total,2006,2348.1,176775,212384.0
1702,1464.0,10071427164000.0,Powiat m. Siedlce,grand total,2006,2442.82,65025,70470.0
1703,1465.0,10071412865000.0,Powiat m. st. Warszawa,grand total,2006,3789.94,1608993,1715089.0
1704,1601.0,10031613101000.0,Powiat brzeski,grand total,2006,2109.13,76537,86100.0
1705,1602.0,10031613102000.0,Powiat głubczycki,grand total,2006,2148.49,38919,47553.0
1706,1603.0,10031613203000.0,Powiat kędzierzyńsko-kozielski,grand total,2006,2636.85,78943,97023.0
1707,1604.0,10031613204000.0,Powiat kluczborski,grand total,2006,2167.54,55467,65438.0
1708,1605.0,10031613205000.0,Powiat krapkowicki,grand total,2006,2931.64,53313,63463.0
1709,1606.0,10031613106000.0,Powiat namysłowski,grand total,2006,2180.72,36592,40880.0
1710,1607.0,10031613107000.0,Powiat nyski,grand total,2006,2050.28,116471,137536.0
1711,1608.0,10031613208000.0,Powiat oleski,grand total,2006,2159.31,54562,64483.0
1712,1609.0,10031613209000.0,Powiat opolski,grand total,2006,2210.4,105701,128205.0
1713,1610.0,10031613110000.0,Powiat prudnicki,grand total,2006,2032.48,46526,57078.0
